City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,arlit,18.7369,7.3853,14.06,21,45,1.86,NE,2022-12-30
348,gulbene,57.1777,26.7529,1.84,99,100,3.31,LV,2022-12-30
349,colina,-20.7133,-48.5408,19.44,93,100,2.59,BR,2022-12-30
350,vryburg,-26.9566,24.7284,19.06,71,100,3.47,ZA,2022-12-30
351,ladnun,27.65,74.3833,16.48,27,0,4.63,IN,2022-12-30
352,cherskiy,68.75,161.3,-42.78,100,87,1.88,RU,2022-12-30
353,izhma,65.0083,53.9113,-25.74,100,98,1.62,RU,2022-12-30
354,tual,-5.6667,132.75,28.73,74,89,9.97,ID,2022-12-30
355,sorong,-0.8833,131.25,27.57,77,100,5.28,ID,2022-12-30
356,osakarovka,50.565,72.5692,-11.83,97,96,3.48,KZ,2022-12-30
357,haines junction,60.7522,-137.5108,-24.03,84,100,0.51,CA,2022-12-30
358,taber,49.8167,-112.1518,-0.53,83,82,5.14,CA,2022-12-30
359,lagoa,39.05,-27.9833,16.61,88,100,18.1,PT,2022-12-30
360,tiarei,-17.5333,-149.3333,27.01,75,13,6.72,PF,2022-12-30
361,sainte-marie,-20.8968,55.5496,28.07,71,39,3.09,RE,2022-12-30
362,san jeronimo,-11.9472,-75.2829,11.29,80,100,0.74,PE,2022-12-30
363,bonfim,3.0833,-59.95,25.13,73,99,1.96,BR,2022-12-30
364,mandalgovi,45.7625,106.2708,-11.46,58,3,4.05,MN,2022-12-30
365,itarema,-2.9248,-39.9167,25.8,82,1,4.44,BR,2022-12-30
366,scarborough,54.2797,-0.4044,6.06,88,100,5.36,GB,2022-12-30
367,nalut,30.3333,10.85,9.51,45,40,2.94,LY,2022-12-30
368,wajir,1.7471,40.0573,23.98,73,0,3.09,KE,2022-12-30
369,nioro,13.35,-15.75,22.27,60,100,2.46,GM,2022-12-30
370,tabou,4.423,-7.3528,25.24,86,63,1.78,CI,2022-12-30
371,torez,48.0388,38.5969,-0.36,89,92,3.06,UA,2022-12-30
372,sao raimundo das mangabeiras,-7.0219,-45.4811,23.86,86,97,1.21,BR,2022-12-30
373,oneonta,42.4529,-75.0638,6.56,83,100,2.33,US,2022-12-30
374,along,28.1667,94.7667,17.9,39,4,0.22,IN,2022-12-30
375,lao cai,22.4833,103.95,12.83,91,100,0.87,VN,2022-12-30
376,russell,32.3502,-85.1999,13.31,100,0,0.0,US,2022-12-30
377,nyurba,63.2842,118.3319,-36.23,100,86,1.42,RU,2022-12-30
378,mackay,-21.15,149.2,32.05,67,88,7.94,AU,2022-12-30
379,majene,-3.5403,118.9707,28.77,68,100,2.35,ID,2022-12-30
380,el viejo,12.6633,-87.1672,24.11,71,22,2.09,NI,2022-12-30
381,hit,33.6416,42.8251,10.25,70,0,1.47,IQ,2022-12-30
382,ariquemes,-9.9133,-63.0408,22.04,99,100,2.35,BR,2022-12-30
383,college,64.8569,-147.8028,-19.82,79,40,0.0,US,2022-12-30
384,tukrah,32.5341,20.5791,14.61,76,90,2.31,LY,2022-12-30
385,svetlaya,46.5389,138.3297,-7.56,50,0,2.44,RU,2022-12-30
386,zhireken,52.8249,117.3076,-16.78,85,74,1.79,RU,2022-12-30
387,namatanai,-3.6667,152.4333,29.07,68,96,4.99,PG,2022-12-30
388,wuhu,31.3366,118.3755,7.76,34,7,2.37,CN,2022-12-30
389,ust-tsilma,65.441,52.1498,-24.89,99,100,1.87,RU,2022-12-30
390,arica,-18.475,-70.3042,20.13,73,0,1.54,CL,2022-12-30
391,honningsvag,70.9821,25.9704,-1.14,55,40,8.75,NO,2022-12-30
392,kodiak,57.79,-152.4072,3.73,93,100,6.69,US,2022-12-30
393,doha,25.2867,51.5333,16.99,70,89,3.6,QA,2022-12-30
394,phuket,8.0,98.25,29.12,54,20,2.57,TH,2022-12-30
395,odessa,46.4775,30.7326,4.75,83,39,4.64,UA,2022-12-30
396,vung tau,10.346,107.0843,25.06,78,97,1.13,VN,2022-12-30
397,ngara,-2.5122,30.6558,13.49,94,100,0.5,TZ,2022-12-30
398,rio gallegos,-51.6226,-69.2181,9.03,49,0,9.77,AR,2022-12-30
399,ponnani,10.767,75.9252,26.62,64,87,3.69,IN,2022-12-30
400,saint-pierre,-21.3393,55.4781,27.73,65,0,2.57,RE,2022-12-30
401,eskisehir,39.7767,30.5206,-2.05,100,100,1.54,TR,2022-12-30
402,anaconda,46.1285,-112.9423,-6.45,85,100,2.67,US,2022-12-30
403,zarand,30.8127,56.564,4.14,34,0,1.71,IR,2022-12-30
404,rorvik,64.8621,11.2373,3.06,93,100,4.12,NO,2022-12-30
405,carbondale,37.7273,-89.2168,16.0,89,75,8.23,US,2022-12-30
406,lavrentiya,65.5833,-171.0,-22.9,86,83,4.42,RU,2022-12-30
407,tayga,56.06,85.6197,-23.49,100,88,1.2,RU,2022-12-30
408,sala,34.0389,-6.8166,14.8,100,0,1.54,MA,2022-12-30
409,bundaberg,-24.85,152.35,27.21,70,63,7.75,AU,2022-12-30
410,ridgecrest,35.6225,-117.6709,8.9,67,0,3.09,US,2022-12-30
411,bloemfontein,-29.1211,26.214,12.71,82,73,1.54,ZA,2022-12-30
412,khairagarh,26.95,77.8167,17.52,40,60,2.95,IN,2022-12-30
413,kishtwar,33.3167,75.7667,4.6,98,100,1.31,IN,2022-12-30
414,saint anthony,45.0205,-93.218,-2.08,88,100,6.17,US,2022-12-30
415,camana,-16.6228,-72.7111,21.24,85,100,1.82,PE,2022-12-30
416,tocopilla,-22.092,-70.1979,19.45,73,16,1.02,CL,2022-12-30
417,tucuman,-26.8241,-65.2226,20.0,83,0,2.57,AR,2022-12-30
418,port hardy,50.6996,-127.4199,6.1,87,100,11.32,CA,2022-12-30
419,dhidhdhoo,6.8833,73.1,27.45,77,95,6.9,MV,2022-12-30
420,atambua,-9.1061,124.8925,24.76,87,100,3.58,ID,2022-12-30
421,kochevo,59.5994,54.3125,-11.9,95,100,2.74,RU,2022-12-30
422,kilindoni,-7.9139,39.6668,27.24,73,40,4.39,TZ,2022-12-30
423,kolokani,13.5728,-8.0339,22.0,19,100,6.16,ML,2022-12-30
424,hovd,48.0056,91.6419,-16.01,85,95,1.07,MN,2022-12-30
425,dongsheng,39.8161,109.9776,-8.05,31,0,4.05,CN,2022-12-30
426,honiara,-9.4333,159.95,29.74,70,98,3.0,SB,2022-12-30
427,morgan city,29.6994,-91.2068,18.33,94,20,4.12,US,2022-12-30
428,beroroha,-21.6667,45.1667,26.27,72,11,1.42,MG,2022-12-30
429,bubaque,11.2833,-15.8333,23.92,72,100,10.61,GW,2022-12-30
430,maceio,-9.6658,-35.7353,24.69,94,75,0.51,BR,2022-12-30
431,ballina,-28.8667,153.5667,21.68,99,85,5.56,AU,2022-12-30
432,puerto escondido,15.85,-97.0667,24.46,73,20,2.57,MX,2022-12-30
433,ravar,31.2656,56.8055,4.53,61,0,1.05,IR,2022-12-30
434,tura,25.5198,90.2201,19.5,41,1,0.9,IN,2022-12-30
435,vasterhaninge,59.1167,18.1,5.02,93,100,6.5,SE,2022-12-30
436,moree,-29.4667,149.85,31.99,28,96,1.19,AU,2022-12-30
437,asau,46.4333,26.4,-1.49,85,65,2.91,RO,2022-12-30
438,machali,-34.1833,-70.6667,18.05,49,0,0.71,CL,2022-12-30
439,cayhagan,9.6697,122.4256,28.73,71,86,1.04,PH,2022-12-30
440,klaksvik,62.2266,-6.589,-0.49,69,93,10.49,FO,2022-12-30
441,egvekinot,66.3167,-179.1667,-26.64,86,65,4.85,RU,2022-12-30
442,yulin,22.6333,110.15,14.13,48,88,4.09,CN,2022-12-30
443,pacific grove,36.6177,-121.9166,12.58,93,100,1.34,US,2022-12-30
444,sobolevo,54.4299,31.8996,0.75,99,100,4.68,RU,2022-12-30
445,grindavik,63.8424,-22.4338,-7.74,62,40,6.17,IS,2022-12-30
446,tongling,30.95,117.7833,7.91,40,3,2.25,CN,2022-12-30
447,bonnyville,54.2668,-110.735,-10.38,100,32,1.35,CA,2022-12-30
448,sosnovo-ozerskoye,52.5249,111.5418,-17.07,92,74,4.84,RU,2022-12-30
449,panalingaan,8.7842,117.4231,28.29,68,85,2.51,PH,2022-12-30
450,plettenberg bay,-34.0527,23.3716,14.65,62,31,1.92,ZA,2022-12-30
451,los palacios,22.5872,-83.2486,21.1,95,90,2.29,CU,2022-12-30
452,ovca,44.8835,20.5334,10.59,81,0,3.09,RS,2022-12-30
453,kinablangan,7.6947,126.5503,28.59,71,93,2.38,PH,2022-12-30
454,lexington,37.9887,-84.4777,14.94,58,100,5.14,US,2022-12-30
455,khandyga,62.6667,135.6,-27.53,98,99,0.76,RU,2022-12-30
456,pemberton,50.3164,-122.8027,2.09,97,98,0.86,CA,2022-12-30
457,antofagasta,-23.65,-70.4,17.6,83,40,1.24,CL,2022-12-30
458,meybod,32.2501,54.0166,2.01,59,0,1.25,IR,2022-12-30
459,governador dix-sept rosado,-5.4577,-37.5209,25.99,66,30,4.83,BR,2022-12-30
460,aswan,24.0934,32.907,10.61,57,0,2.57,EG,2022-12-30
461,aras,42.5617,-2.356,12.09,87,100,0.51,ES,2022-12-30
462,mahajanga,-15.7167,46.3167,28.01,61,20,4.12,MG,2022-12-30
463,nishihara,26.1842,127.7558,16.6,85,100,8.75,JP,2022-12-30
464,marfino,55.7028,37.3822,-0.86,100,100,3.0,RU,2022-12-30
465,lokosovo,61.1333,74.8167,-28.75,99,11,2.3,RU,2022-12-30
466,elko,41.0002,-115.5012,-1.64,97,100,0.61,US,2022-12-30
467,macklin,52.3334,-109.9348,-13.81,98,70,2.61,CA,2022-12-30
468,svencionys,55.15,26.1667,1.9,98,100,3.82,LT,2022-12-30
469,kunming,25.0389,102.7183,5.96,81,75,4.0,CN,2022-12-30
470,coihaique,-45.5752,-72.0662,11.34,62,0,1.03,CL,2022-12-30
471,fortuna foothills,32.6578,-114.4119,16.23,84,20,4.12,US,2022-12-30
472,huarmey,-10.0681,-78.1522,21.41,83,100,3.38,PE,2022-12-30
473,lac du bonnet,50.2536,-96.0612,-16.62,99,98,2.17,CA,2022-12-30
474,nahariyya,33.0059,35.0941,12.95,62,0,4.33,IL,2022-12-30
475,la palma,33.8464,-118.0467,15.1,85,100,0.45,US,2022-12-30
476,darhan,49.4867,105.9228,-18.64,92,60,0.62,MN,2022-12-30
477,noo,58.2756,26.5375,3.39,97,100,3.6,EE,2022-12-30
478,blue springs,39.0169,-94.2816,8.32,72,0,5.66,US,2022-12-30
479,santa maria,-29.6842,-53.8069,17.32,38,0,2.38,BR,2022-12-30
480,soe,-9.8607,124.284,24.01,74,100,6.27,ID,2022-12-30
481,pontassieve,43.7737,11.4282,13.33,91,75,0.51,IT,2022-12-30
482,medowie,-32.7333,151.8667,27.03,53,26,7.2,AU,2022-12-30
483,asyut,27.181,31.1837,8.1,69,0,3.28,EG,2022-12-30
484,novyy urengoy,66.0833,76.6333,-30.18,100,76,2.72,RU,2022-12-30
485,ballarat,-37.5662,143.8496,26.43,33,32,2.24,AU,2022-12-30
486,wuwei,37.9281,102.6414,-2.26,22,8,0.82,CN,2022-12-30
487,manakara,-22.1333,48.0167,25.01,77,0,1.44,MG,2022-12-30
488,bousso,10.4795,16.7117,16.19,27,83,2.87,TD,2022-12-30
489,burnie,-41.0667,145.9167,18.86,65,100,4.97,AU,2022-12-30
490,don sak,9.3168,99.6918,30.94,60,87,2.67,TH,2022-12-30
491,cabedelo,-6.9811,-34.8339,26.37,82,51,5.6,BR,2022-12-30
492,sungaipenuh,-2.0833,101.3833,25.0,60,86,2.34,ID,2022-12-30
493,richards bay,-28.783,32.0377,20.06,88,100,6.89,ZA,2022-12-30
494,mirnyy,62.5353,113.9611,-35.12,99,35,1.9,RU,2022-12-30
495,ulaangom,49.9811,92.0667,-24.87,92,85,0.21,MN,2022-12-30
496,florencia,43.7667,11.25,13.53,93,75,0.51,IT,2022-12-30
497,porto walter,-8.2686,-72.7439,22.14,99,95,1.12,BR,2022-12-30
498,lujan,-34.5703,-59.105,23.3,67,1,3.87,AR,2022-12-30
499,muros,42.7762,-9.0603,16.16,91,100,10.73,ES,2022-12-30
500,tailai,46.3833,123.4,-10.69,62,5,4.62,CN,2022-12-30
501,ulagan,50.6321,87.9563,-7.24,92,99,0.49,RU,2022-12-30
502,cairns,-16.9167,145.7667,31.73,65,100,1.54,AU,2022-12-30
503,faanui,-16.4833,-151.75,27.47,73,23,6.04,PF,2022-12-30
504,tarquinia,42.2482,11.7553,13.1,93,89,4.39,IT,2022-12-30
505,mount gambier,-37.8333,140.7667,22.11,52,26,3.89,AU,2022-12-30
506,pahrump,36.2083,-115.9839,8.47,69,39,1.39,US,2022-12-30
507,vila do maio,15.1333,-23.2167,22.25,61,48,3.5,CV,2022-12-30
508,mayumba,-3.432,10.6554,24.98,90,98,1.74,GA,2022-12-30
509,santa rosa,14.3122,121.1114,29.5,75,100,4.16,PH,2022-12-30
510,ponta do sol,32.6667,-17.1,19.51,25,11,2.84,PT,2022-12-30
511,fort-shevchenko,44.5086,50.263,2.85,72,34,3.65,KZ,2022-12-30
512,jalu,29.0331,21.5482,12.08,84,1,2.55,LY,2022-12-30
513,kazachinskoye,57.6953,93.2761,-25.24,99,97,0.48,RU,2022-12-30
514,tomatlan,19.9333,-105.25,20.09,59,50,1.56,MX,2022-12-30
515,manicore,-5.8092,-61.3003,22.62,98,100,1.47,BR,2022-12-30
516,the valley,18.217,-63.0578,25.92,76,2,9.71,AI,2022-12-30
517,inverell,-29.7833,151.1167,30.93,34,95,3.13,AU,2022-12-30
518,domoni,-12.2569,44.5319,26.55,78,91,2.9,KM,2022-12-30
519,soyo,-6.1349,12.3689,25.27,86,86,1.74,AO,2022-12-30
520,parainen,60.3067,22.301,4.52,96,100,6.36,FI,2022-12-30
521,utica,43.1009,-75.2327,7.81,74,100,1.68,US,2022-12-30
522,matara,5.9485,80.5353,26.9,62,40,5.56,LK,2022-12-30
523,aktas,49.7789,72.9608,-6.14,96,98,3.47,KZ,2022-12-30
524,sinop,41.7711,34.8709,4.13,70,10,4.33,TR,2022-12-30
525,cudahy,33.9606,-118.1853,14.94,85,100,0.0,US,2022-12-30
526,kudahuvadhoo,2.6708,72.8944,27.45,75,22,5.6,MV,2022-12-30
527,luganville,-15.5333,167.1667,29.64,73,71,1.94,VU,2022-12-30
528,sabang,5.8933,95.3214,26.68,68,100,6.55,ID,2022-12-30
529,sisimiut,66.9395,-53.6735,-11.6,87,100,3.45,GL,2022-12-30
530,vokhma,58.9303,46.7586,-13.66,98,98,1.63,RU,2022-12-30
531,araguaina,-7.1911,-48.2072,22.74,93,82,0.81,BR,2022-12-30
532,ambulu,-8.345,113.6058,29.87,65,99,1.32,ID,2022-12-30
533,aykhal,66.0,111.5,-28.78,99,98,3.61,RU,2022-12-30
534,cap-aux-meules,47.3821,-61.8597,-2.99,80,100,1.54,CA,2022-12-30
535,boda,4.3189,17.4695,19.08,33,44,1.49,CF,2022-12-30
536,walvis bay,-22.9575,14.5053,15.61,88,16,5.14,NA,2022-12-30
537,margate,51.3813,1.3862,8.5,85,42,3.13,GB,2022-12-30
538,namie,37.4833,141.0,6.51,52,63,1.33,JP,2022-12-30
539,catina,37.5021,15.0872,16.04,68,0,4.12,IT,2022-12-30
540,palembang,-2.9167,104.7458,29.05,70,40,5.14,ID,2022-12-30
541,pitimbu,-7.4706,-34.8086,26.33,78,29,4.89,BR,2022-12-30
542,montepuez,-13.1256,38.9997,20.79,94,55,1.24,MZ,2022-12-30
543,shellbrook,53.2168,-106.4011,-16.43,100,45,1.71,CA,2022-12-30
544,fushun,41.8558,123.9233,-3.16,52,1,2.56,CN,2022-12-30
545,jumla,29.2747,82.1838,8.18,48,4,1.45,NP,2022-12-30
546,farafangana,-22.8167,47.8333,24.27,82,6,1.37,MG,2022-12-30
547,bautzen,51.1833,14.4333,8.4,74,100,2.68,DE,2022-12-30
548,tamluk,22.3,87.9167,20.99,29,18,2.31,IN,2022-12-30
549,kiunga,-6.1219,141.2906,30.61,57,100,0.92,PG,2022-12-30
550,tevaitoa,-16.7833,-151.5,27.25,74,19,6.37,PF,2022-12-30
551,faya,18.3851,42.4509,12.06,86,82,0.91,SA,2022-12-30
552,fare,-16.7,-151.0167,27.03,76,35,6.3,PF,2022-12-30
553,pasni,25.2631,63.471,18.71,44,0,12.89,PK,2022-12-30
554,udachnyy,66.4167,112.4,-25.31,75,100,5.74,RU,2022-12-30
555,kajiado,-1.8524,36.7768,13.72,81,90,5.76,KE,2022-12-30
556,iskateley,67.6803,53.1512,-19.21,93,100,3.97,RU,2022-12-30
557,porto novo,6.4965,2.6036,23.9,81,6,2.0,BJ,2022-12-30
558,khash,28.2211,61.2158,4.58,51,0,1.93,IR,2022-12-30
559,khalkhal,37.6189,48.5258,-3.13,88,20,0.58,IR,2022-12-30
560,akcakoca,41.0866,31.1162,8.67,68,2,2.0,TR,2022-12-30
561,kuching,1.55,110.3333,30.12,67,40,4.12,MY,2022-12-30
562,yamada,39.4667,141.95,4.31,47,83,5.24,JP,2022-12-30
563,sambava,-14.2667,50.1667,23.89,84,27,2.68,MG,2022-12-30
564,los angeles,34.0522,-118.2437,14.6,88,100,1.54,US,2022-12-30
565,nelson bay,-32.7167,152.15,26.03,70,34,1.34,AU,2022-12-30
566,ovsyanka,55.9575,92.5519,-19.32,97,94,0.55,RU,2022-12-30
567,belaya gora,68.5333,146.4167,-29.05,98,100,2.72,RU,2022-12-30
568,victor harbor,-35.5667,138.6167,24.82,64,0,0.45,AU,2022-12-30
569,concepcion del uruguay,-32.4825,-58.2372,21.81,54,0,3.55,AR,2022-12-30
570,jutai,-5.1833,-68.9,22.43,99,100,0.83,BR,2022-12-30
571,lisakovsk,52.5369,62.4936,-10.45,96,100,2.3,KZ,2022-12-30
572,leh,34.1667,77.5833,-5.87,92,99,1.7,IN,2022-12-30
573,chenzhou,25.8,113.0333,5.22,86,100,1.41,CN,2022-12-30
574,wynyard,-41.0,145.7167,18.88,65,100,5.12,AU,2022-12-30
575,saint-leu,-21.15,55.2833,27.46,76,19,0.71,RE,2022-12-30
576,kaeo,-35.1,173.7833,25.74,67,10,2.7,NZ,2022-12-30
